CTUID,Geography,Total - Mother tongue,  Single responses,    Official languages,      English,      French,    Non-official languages,      Aboriginal languages,        Algonquian languages,          Blackfoot,          Cree-Montagnais languages,            Atikamekw,            Montagnais (Innu),            Moose Cree,            Naskapi,            Northern East Cree,            Plains Cree,            Southern East Cree,            Swampy Cree,            Woods Cree,"            Cree, n.o.s.",          Eastern Algonquian languages,            Malecite,            Mi'kmaq,          Ojibway-Potawatomi languages,            Algonquin,            Ojibway,            Oji-Cree,            Ottawa (Odawa),"          Algonquian languages, n.i.e.",        Athabaskan languages,          Northern Athabaskan languages,            Babine (Wetsuwet'en),            Beaver,            Carrier,            Chilcotin,            Dene,            Dogrib (Tlicho),            Gwich'in,            Sarsi (Sarcee),            Sekani,            Slavey-Hare languages,              North Slavey (Hare),              South Slavey,"              Slavey, n.o.s.",            Tahltan languages,              Kaska (Nahani),              Tahltan,            Tutchone languages,              Northern Tutchone,              Southern Tutchone,"          Athabaskan languages, n.i.e.",        Haida,        Inuit languages,          Inuinnaqtun (Inuvialuktun),          Inuktitut,"          Inuit languages, n.i.e.",        Iroquoian languages,          Cayuga,          Mohawk,          Oneida,"          Iroquoian languages, n.i.e.",        Kutenai,        Michif,        Salish languages,          Comox,          Halkomelem,          Lillooet,          Okanagan,          Shuswap (Secwepemctsin),          Squamish,          Straits,          Thompson (Ntlakapamux),"          Salish languages, n.i.e.",        Siouan languages,          Dakota,          Stoney,"          Siouan languages, n.i.e.",        Tlingit,        Tsimshian languages,          Gitxsan (Gitksan),          Nisga'a,          Tsimshian,        Wakashan languages,          Haisla,          Heiltsuk,          Kwakiutl (Kwak'wala),          Nuu-chah-nulth (Nootka),"          Wakashan languages, n.i.e.","        Aboriginal languages, n.o.s.",      Non-Aboriginal languages,        Afro-Asiatic languages,          Berber languages,            Kabyle,"            Berber languages, n.i.e.",          Cushitic languages,            Bilen,            Oromo,            Somali,"            Cushitic languages, n.i.e.",          Semitic languages,            Amharic,            Arabic,            Assyrian Neo-Aramaic,            Chaldean Neo-Aramaic,            Harari,            Hebrew,            Maltese,            Tigrigna,"            Semitic languages, n.i.e.","          Afro-Asiatic languages, n.i.e.",        Austro-Asiatic languages,          Khmer (Cambodian),          Vietnamese,"          Austro-Asiatic languages, n.i.e",        Austronesian languages,          Bikol,          Cebuano,          Fijian,          Hiligaynon,          Ilocano,          Malagasy,          Malay,"          Pampangan (Kapampangan, Pampango)",          Pangasinan,"          Tagalog (Pilipino, Filipino)",          Waray-Waray,"          Austronesian languages, n.i.e.",        Creole languages,          Haitian Creole,"          Creole, n.o.s.","          Creole languages, n.i.e.",        Dravidian languages,          Kannada,          Malayalam,          Tamil,          Telugu,"          Dravidian languages, n.i.e.",        Hmong-Mien languages,        Indo-European languages,          Albanian,          Armenian,          Balto-Slavic languages,            Baltic languages,              Latvian,              Lithuanian,            Slavic languages,              Belarusan,              Bosnian,              Bulgarian,              Croatian,              Czech,              Macedonian,              Polish,              Russian,              Serbian,              Serbo-Croatian,              Slovak,              Slovene (Slovenian),              Ukrainian,"              Slavic languages, n.i.e.",          Celtic languages,            Scottish Gaelic,            Welsh,"            Celtic languages, n.i.e.",          Germanic languages,            Afrikaans,            Danish,            Dutch,            Frisian,            German,            Icelandic,            Norwegian,            Swedish,            Vlaams (Flemish),            Yiddish,"            Germanic languages, n.i.e.",          Greek,          Indo-Iranian languages,            Indo-Aryan languages,              Bengali,              Gujarati,              Hindi,              Kashmiri,              Konkani,              Marathi,              Nepali,              Oriya (Odia),              Punjabi (Panjabi),              Sindhi,              Sinhala (Sinhalese),              Urdu,            Iranian languages,              Kurdish,              Pashto,              Persian (Farsi),"            Indo-Iranian languages, n.i.e.",          Italic (Romance) languages,            Catalan,            Italian,            Portuguese,            Romanian,            Spanish,"            Italic (Romance) languages, n.i.e.",        Japanese,        Kartvelian languages,          Georgian,        Korean,        Mongolic languages,          Mongolian,        Niger-Congo languages,          Akan (Twi),          Bamanankan,          Edo,          Ewe,"          Fulah (Pular, Pulaar, Fulfulde)",          Ga,          Ganda,          Igbo,          Lingala,          Rundi (Kirundi),          Kinyarwanda (Rwanda),          Shona,          Swahili,          Wolof,          Yoruba,"          Niger-Congo languages, n.i.e.",        Nilo-Saharan languages,          Dinka,"          Nilo-Saharan languages, n.i.e.",        Sign languages,          American Sign Language,          Quebec Sign Language,"          Sign languages, n.i.e",        Sino-Tibetan languages,          Chinese languages,            Cantonese,            Hakka,            Mandarin,            Min Dong,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",            Wu (Shanghainese),"            Chinese, n.o.s.","            Chinese languages, n.i.e.",          Tibeto-Burman languages,            Burmese,            Karenic languages,            Tibetan,"            Tibeto-Burman languages, n.i.e.",        Tai-Kadai languages,          Lao,          Thai,"          Tai-Kadai languages, n.i.e",        Turkic languages,          Azerbaijani,          Turkish,          Uyghur,          Uzbek,"          Turkic languages, n.i.e.",        Uralic languages,          Estonian,          Finnish,          Hungarian,"          Uralic languages, n.i.e.","        Other languages, n.i.e.",  Multiple responses,    English and French,    English and non-official language,    French and non-official language,"    English, French and non-official language"
5350263.03,0263.03 (5350263.03)   00000 (  7.5%),4905,4705,2550,2480,70,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,95,0,0,0,10,0,5,5,0,85,15,55,0,0,5,0,0,0,0,0,15,0,15,0,370,0,15,0,10,20,0,5,0,5,320,0,5,0,0,0,0,50,5,0,35,15,0,0,870,85,25,230,10,10,0,220,0,5,20,5,30,25,30,35,50,10,5,0,15,0,5,0,0,0,45,0,0,5,0,40,0,0,0,0,0,0,70,245,165,25,40,35,0,5,5,5,0,10,20,0,35,80,10,0,70,0,175,0,25,35,50,65,0,15,0,0,60,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,515,515,115,5,390,0,5,0,5,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,120,30,5,80,0,0,200,10,185,5,0
5350263.04,0263.04 (5350263.04)   00000 (  4.1%),6530,6240,3330,3200,130,2910,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2905,175,0,0,0,10,0,0,10,0,165,15,125,0,0,0,10,5,5,5,0,15,0,15,0,105,0,15,0,0,5,0,5,0,0,85,0,0,5,0,5,5,70,5,5,55,10,0,0,1925,50,35,325,15,10,0,310,0,0,40,5,10,25,40,110,40,5,20,5,15,0,0,0,0,0,95,0,0,15,0,70,0,0,5,0,5,0,130,960,585,35,170,65,0,0,10,0,0,10,105,0,185,370,15,0,350,5,325,0,40,25,135,130,0,25,0,0,100,0,0,35,5,0,0,0,5,0,0,0,0,5,0,5,10,0,0,10,0,0,0,0,0,0,5,305,305,170,0,95,0,20,10,15,0,0,0,0,0,0,0,0,0,0,60,0,50,0,0,5,75,15,0,50,0,0,290,25,245,10,10
5350264.00,0264.00 (5350264.00)   00000 (  3.0%),1305,1260,645,635,10,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,10,0,0,0,0,0,0,0,0,10,0,10,0,0,0,5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,5,0,0,0,0,0,0,230,0,20,50,0,0,0,45,0,0,5,5,0,5,0,25,0,0,0,0,5,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,5,0,10,115,40,0,15,15,0,0,0,0,0,5,0,0,0,75,0,0,75,0,15,0,10,0,5,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,325,130,0,165,0,20,5,5,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,10,0,0,5,0,0,40,5,35,0,0
5350265.00,0265.00 (5350265.00)   00000 (  2.6%),4730,4630,3485,3345,140,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,65,0,0,0,0,0,0,0,0,65,0,45,0,0,0,20,0,0,0,0,5,0,5,0,25,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,5,0,0,5,0,0,0,565,0,5,150,0,0,0,145,0,5,5,5,5,5,15,65,30,5,5,5,10,0,0,0,0,0,80,0,0,10,0,45,0,0,5,0,5,0,30,135,25,0,5,5,0,0,0,0,0,5,0,0,10,110,5,0,105,0,165,0,55,30,20,65,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,10,300,305,125,0,145,0,5,10,20,0,0,0,0,0,0,0,0,5,0,30,0,30,0,0,0,45,25,5,20,0,0,105,10,85,5,5
5350266.00,0266.00 (5350266.00)   00000 (  2.4%),3205,3140,2075,2025,50,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,35,0,0,0,0,0,0,0,0,35,0,20,0,0,0,10,0,5,0,0,5,0,5,0,30,0,0,0,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,25,100,0,5,0,100,0,0,0,5,5,0,5,50,15,0,0,5,5,0,0,0,5,0,50,5,0,20,0,25,0,0,5,0,5,0,25,205,35,10,0,5,0,0,0,0,0,5,0,5,5,175,5,0,170,0,120,0,45,25,10,40,0,20,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,365,370,140,0,195,0,10,10,15,0,0,0,0,0,0,5,0,5,0,20,5,10,0,0,0,25,5,5,20,0,0,65,5,50,5,5
5350267.00,0267.00 (5350267.00)   00000 (  1.2%),6370,6175,3075,3015,60,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,130,0,0,0,0,0,0,0,0,125,0,90,10,0,0,25,0,5,0,0,10,0,10,0,55,0,0,0,0,5,0,5,0,0,50,0,0,0,0,0,0,65,0,5,35,20,0,0,1010,10,45,200,5,5,0,190,0,5,5,5,0,20,20,70,40,0,5,0,15,0,0,0,0,0,90,0,0,5,0,45,0,0,5,5,25,0,75,425,150,15,25,60,0,0,0,0,0,20,10,0,25,270,0,0,270,0,180,0,35,15,80,50,0,15,0,0,115,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1615,1615,655,5,890,0,40,10,20,0,0,0,0,0,0,5,0,0,0,30,5,30,0,0,0,40,5,5,30,0,0,195,20,160,5,5
5350268.00,0268.00 (5350268.00)   00000 (  2.9%),6340,6095,3635,3570,70,2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2460,95,0,0,0,0,0,0,0,0,95,5,85,5,0,0,5,0,0,0,0,5,0,5,0,165,0,0,0,5,15,0,5,5,0,135,5,0,5,0,0,0,30,0,0,20,5,0,0,1170,20,55,340,10,10,0,330,0,5,35,20,10,25,40,60,100,5,5,5,15,0,0,0,0,0,105,0,0,15,0,75,0,0,5,0,0,0,115,230,110,10,20,15,0,5,0,5,0,5,15,5,25,120,10,0,110,0,315,5,60,30,125,105,0,40,0,0,95,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,685,685,300,5,325,0,25,5,25,0,0,0,0,0,0,5,0,0,0,50,0,40,5,0,0,115,40,10,70,0,0,245,40,185,10,10
5350269.01,0269.01 (5350269.01)   00000 (  3.7%),5055,4810,2180,2095,85,2630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,310,0,0,0,40,0,0,40,0,270,10,245,5,0,0,5,0,10,5,0,15,0,10,0,130,0,5,0,0,0,0,0,5,0,115,0,0,10,0,5,5,80,0,5,50,25,0,0,1615,15,160,135,5,0,5,130,0,5,5,5,0,5,20,65,20,5,5,0,10,0,0,0,0,0,25,0,0,0,0,15,0,0,5,0,10,0,35,940,435,180,45,40,0,0,0,0,0,20,5,5,145,490,15,15,465,10,320,0,10,30,40,235,0,10,5,5,110,0,0,55,10,0,0,0,0,5,0,0,0,10,5,5,5,0,5,15,0,0,0,0,0,0,0,225,225,75,0,120,0,5,0,20,0,5,0,0,0,0,0,0,5,0,35,5,25,5,0,0,30,0,0,25,0,0,245,5,210,20,5
5350269.02,0269.02 (5350269.02)   00000 (  2.3%),2560,2460,1435,1405,30,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,35,0,0,0,0,0,0,0,0,30,0,35,0,0,0,0,0,0,0,0,10,0,5,0,20,0,0,0,0,0,0,0,0,0,20,0,0,5,0,0,0,5,0,0,5,0,0,0,525,10,10,120,20,15,5,100,0,0,10,10,5,10,15,10,20,15,5,0,5,0,0,0,0,0,35,0,0,5,0,20,0,0,0,0,5,0,65,155,55,20,5,10,0,0,0,0,0,0,0,0,15,100,0,20,75,0,135,0,20,10,45,60,0,20,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,345,340,185,5,130,0,5,0,10,0,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,35,10,0,20,0,0,100,5,85,5,5
5350270.01,0270.01 (5350270.01)   00000 (  2.8%),4980,4780,2715,2620,100,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055,150,5,0,5,0,0,0,0,0,145,0,140,0,0,0,0,0,5,0,0,15,0,15,0,170,5,5,0,5,0,0,0,0,0,145,0,5,5,0,0,5,70,0,10,55,5,5,0,1180,5,95,205,5,0,5,200,0,0,30,5,5,5,45,55,40,5,5,0,5,0,5,0,0,0,40,0,0,10,0,25,0,0,5,0,0,0,70,305,145,30,10,10,0,0,0,0,0,10,5,15,55,155,10,15,135,5,455,0,45,20,225,160,0,25,0,5,80,0,0,25,5,0,0,0,0,0,5,0,0,0,0,10,5,0,0,5,0,0,0,0,0,0,0,250,250,110,5,125,0,0,5,5,0,0,0,0,0,0,0,0,0,0,30,5,20,5,0,0,55,5,0,50,0,0,200,25,155,10,10
5350270.02,0270.02 (5350270.02)   00000 (  3.1%),4260,4135,2740,2670,70,1400,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,115,0,0,0,0,0,0,0,0,115,5,95,0,0,10,0,0,0,0,0,0,0,0,0,75,0,5,0,0,0,0,0,0,0,65,0,0,10,0,10,0,30,0,0,15,5,0,0,810,20,25,165,5,5,0,165,0,0,30,5,5,10,25,60,15,0,10,0,0,0,0,0,0,0,35,5,0,10,0,15,0,5,5,0,0,0,80,210,140,25,5,5,0,0,0,0,5,5,0,5,85,75,5,5,70,0,270,0,30,20,100,120,0,5,0,5,70,0,0,15,0,0,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,190,190,55,0,120,0,10,0,10,0,0,0,0,0,0,5,0,0,0,25,0,20,0,0,0,50,5,0,40,0,0,125,15,105,5,5
5350271.01,0271.01 (5350271.01)   00000 (  2.8%),2430,2300,1425,1400,30,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,50,0,0,0,0,0,0,0,0,55,0,50,0,0,0,0,0,0,0,0,10,0,10,0,55,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,40,0,5,35,5,0,0,420,10,10,100,5,0,0,95,0,0,15,10,5,10,10,15,25,0,5,5,5,0,0,0,0,0,25,0,0,5,0,15,0,0,0,0,0,0,110,60,40,10,10,0,0,0,0,0,0,5,5,0,5,25,0,0,20,0,110,0,25,5,75,10,0,15,0,0,45,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,175,175,85,5,75,0,5,0,5,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,35,0,10,30,0,0,125,15,90,5,10
5350271.02,0271.02 (5350271.02)   00000 (  2.8%),4815,4580,2680,2615,65,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1895,235,0,0,0,0,0,0,0,0,235,10,225,5,0,0,0,0,5,0,0,0,0,0,0,220,0,0,0,10,15,0,5,5,0,190,0,0,5,0,5,0,60,0,10,50,0,0,0,1065,5,180,115,5,5,0,110,0,0,10,5,10,5,15,45,5,0,5,0,15,0,0,0,0,0,50,0,5,10,0,25,0,0,0,0,5,0,80,360,180,45,5,5,0,0,0,0,0,0,5,5,115,175,20,0,155,0,275,0,35,30,65,145,0,10,0,0,50,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,185,185,55,0,125,0,0,5,0,0,0,0,0,0,0,0,5,0,0,25,0,25,0,0,0,30,10,0,20,0,0,235,10,195,20,10
5350272.01,0272.01 (5350272.01)   00000 (  3.4%),5980,5685,2680,2595,85,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2995,295,0,0,0,15,0,0,15,0,280,10,245,0,0,10,0,0,15,0,0,15,0,15,0,655,5,30,0,25,70,0,10,5,0,490,0,20,5,0,0,5,110,5,15,80,10,0,0,1425,25,40,305,0,0,5,300,0,0,30,10,10,20,75,100,35,5,0,0,10,5,0,0,0,0,25,0,0,5,0,20,0,0,0,0,0,0,45,540,300,85,25,35,0,0,0,15,0,10,0,35,95,235,20,15,200,5,440,0,20,30,160,230,0,5,0,0,50,0,0,55,10,0,0,0,0,0,0,0,0,0,5,10,20,0,5,15,0,0,0,5,5,0,0,300,295,95,0,195,0,0,0,5,0,0,0,0,0,0,0,0,0,0,35,0,25,5,0,10,30,0,0,25,0,0,300,15,245,25,10
5350272.02,0272.02 (5350272.02)   00000 (  3.1%),4705,4460,2095,2000,95,2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370,225,5,0,5,5,0,0,10,0,210,5,185,0,0,0,0,0,10,0,0,25,0,25,0,140,0,5,0,10,10,0,5,0,0,110,0,0,5,0,5,0,85,0,5,80,0,0,0,1195,15,95,210,0,0,0,210,0,0,35,5,15,10,20,55,50,5,5,5,5,0,0,0,0,0,35,0,0,0,0,35,0,0,0,0,0,0,100,445,315,65,35,30,0,5,10,5,0,5,10,35,105,130,5,15,110,0,290,0,55,30,120,90,0,10,0,0,35,5,5,20,0,0,0,0,5,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,490,480,200,0,250,0,20,5,10,0,15,5,0,10,0,0,0,0,0,50,0,50,5,0,0,75,5,30,35,0,0,245,30,205,5,5
5350273.01,0273.01 (5350273.01)   00000 (  4.6%),4010,3880,2030,1990,40,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1855,95,0,0,0,15,0,5,10,0,80,0,60,0,5,0,20,0,0,5,0,5,0,5,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,35,0,5,35,0,0,0,710,5,30,140,5,5,5,140,0,0,5,10,5,5,15,50,40,0,0,0,10,0,0,0,0,0,60,0,5,5,0,25,0,5,0,0,15,0,20,295,90,10,5,25,0,0,0,0,0,15,5,0,30,200,5,5,190,0,165,0,40,10,65,50,0,20,0,0,80,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,830,310,5,470,0,10,10,15,0,0,0,0,0,0,5,5,0,0,15,10,5,0,0,0,35,5,5,25,0,0,120,10,105,5,10
5350273.02,0273.02 (5350273.02)   00000 (  2.2%),4135,4015,1865,1820,50,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145,80,0,0,0,0,0,0,5,0,75,5,55,0,0,0,10,5,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,50,5,5,20,25,0,0,715,5,35,95,5,0,0,90,0,5,0,5,0,5,5,40,20,5,0,0,0,0,0,0,0,0,45,0,0,10,0,15,0,0,0,0,25,0,35,345,100,15,10,30,0,0,0,0,5,10,5,0,25,240,5,0,235,0,160,0,30,20,30,80,0,15,0,0,210,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,935,300,5,590,0,15,15,10,0,0,0,0,0,0,0,0,5,0,70,0,70,0,0,0,25,5,0,20,0,0,125,5,110,5,0
5350274.01,0274.01 (5350274.01)   00000 (  2.1%),4900,4745,2450,2375,75,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2295,65,0,0,0,0,0,0,5,0,55,5,35,0,0,0,15,0,0,0,5,10,0,10,0,175,0,0,0,10,15,0,0,0,0,150,0,0,10,0,5,0,25,0,5,20,5,0,0,1135,20,20,145,5,5,0,140,0,0,5,10,5,0,20,70,15,0,0,0,5,0,0,0,0,0,50,0,5,5,0,25,0,0,0,0,15,0,25,530,105,15,15,15,0,0,0,0,0,10,0,15,25,425,0,0,420,0,340,0,35,20,80,210,0,15,0,0,200,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,570,565,205,0,335,5,15,5,0,0,5,0,0,5,0,5,0,5,0,35,5,35,0,0,0,35,5,0,35,0,5,155,15,125,5,5
5350274.02,0274.02 (5350274.02)   00000 (  2.6%),4740,4615,2390,2325,70,2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2225,75,0,0,0,0,0,0,0,0,75,5,45,0,0,0,20,0,0,0,0,15,0,15,0,50,0,0,0,0,5,0,0,0,0,45,0,0,5,0,5,0,15,0,5,10,0,0,0,990,30,20,195,0,0,5,190,0,0,15,5,0,5,25,110,10,5,5,5,10,0,0,0,0,0,75,0,0,15,0,30,5,0,5,0,20,0,35,385,110,40,10,15,0,0,0,0,0,5,5,5,25,275,5,0,270,0,265,0,55,30,70,100,0,25,0,0,170,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,760,330,5,380,5,5,10,25,0,5,0,0,5,0,0,0,0,0,50,5,45,0,0,0,55,5,5,45,0,0,120,0,105,5,5
