CTUID,Geography,Total - Mother tongue,  Single responses,    Official languages,      English,      French,    Non-official languages,      Aboriginal languages,        Algonquian languages,          Blackfoot,          Cree-Montagnais languages,            Atikamekw,            Montagnais (Innu),            Moose Cree,            Naskapi,            Northern East Cree,            Plains Cree,            Southern East Cree,            Swampy Cree,            Woods Cree,"            Cree, n.o.s.",          Eastern Algonquian languages,            Malecite,            Mi'kmaq,          Ojibway-Potawatomi languages,            Algonquin,            Ojibway,            Oji-Cree,            Ottawa (Odawa),"          Algonquian languages, n.i.e.",        Athabaskan languages,          Northern Athabaskan languages,            Babine (Wetsuwet'en),            Beaver,            Carrier,            Chilcotin,            Dene,            Dogrib (Tlicho),            Gwich'in,            Sarsi (Sarcee),            Sekani,            Slavey-Hare languages,              North Slavey (Hare),              South Slavey,"              Slavey, n.o.s.",            Tahltan languages,              Kaska (Nahani),              Tahltan,            Tutchone languages,              Northern Tutchone,              Southern Tutchone,"          Athabaskan languages, n.i.e.",        Haida,        Inuit languages,          Inuinnaqtun (Inuvialuktun),          Inuktitut,"          Inuit languages, n.i.e.",        Iroquoian languages,          Cayuga,          Mohawk,          Oneida,"          Iroquoian languages, n.i.e.",        Kutenai,        Michif,        Salish languages,          Comox,          Halkomelem,          Lillooet,          Okanagan,          Shuswap (Secwepemctsin),          Squamish,          Straits,          Thompson (Ntlakapamux),"          Salish languages, n.i.e.",        Siouan languages,          Dakota,          Stoney,"          Siouan languages, n.i.e.",        Tlingit,        Tsimshian languages,          Gitxsan (Gitksan),          Nisga'a,          Tsimshian,        Wakashan languages,          Haisla,          Heiltsuk,          Kwakiutl (Kwak'wala),          Nuu-chah-nulth (Nootka),"          Wakashan languages, n.i.e.","        Aboriginal languages, n.o.s.",      Non-Aboriginal languages,        Afro-Asiatic languages,          Berber languages,            Kabyle,"            Berber languages, n.i.e.",          Cushitic languages,            Bilen,            Oromo,            Somali,"            Cushitic languages, n.i.e.",          Semitic languages,            Amharic,            Arabic,            Assyrian Neo-Aramaic,            Chaldean Neo-Aramaic,            Harari,            Hebrew,            Maltese,            Tigrigna,"            Semitic languages, n.i.e.","          Afro-Asiatic languages, n.i.e.",        Austro-Asiatic languages,          Khmer (Cambodian),          Vietnamese,"          Austro-Asiatic languages, n.i.e",        Austronesian languages,          Bikol,          Cebuano,          Fijian,          Hiligaynon,          Ilocano,          Malagasy,          Malay,"          Pampangan (Kapampangan, Pampango)",          Pangasinan,"          Tagalog (Pilipino, Filipino)",          Waray-Waray,"          Austronesian languages, n.i.e.",        Creole languages,          Haitian Creole,"          Creole, n.o.s.","          Creole languages, n.i.e.",        Dravidian languages,          Kannada,          Malayalam,          Tamil,          Telugu,"          Dravidian languages, n.i.e.",        Hmong-Mien languages,        Indo-European languages,          Albanian,          Armenian,          Balto-Slavic languages,            Baltic languages,              Latvian,              Lithuanian,            Slavic languages,              Belarusan,              Bosnian,              Bulgarian,              Croatian,              Czech,              Macedonian,              Polish,              Russian,              Serbian,              Serbo-Croatian,              Slovak,              Slovene (Slovenian),              Ukrainian,"              Slavic languages, n.i.e.",          Celtic languages,            Scottish Gaelic,            Welsh,"            Celtic languages, n.i.e.",          Germanic languages,            Afrikaans,            Danish,            Dutch,            Frisian,            German,            Icelandic,            Norwegian,            Swedish,            Vlaams (Flemish),            Yiddish,"            Germanic languages, n.i.e.",          Greek,          Indo-Iranian languages,            Indo-Aryan languages,              Bengali,              Gujarati,              Hindi,              Kashmiri,              Konkani,              Marathi,              Nepali,              Oriya (Odia),              Punjabi (Panjabi),              Sindhi,              Sinhala (Sinhalese),              Urdu,            Iranian languages,              Kurdish,              Pashto,              Persian (Farsi),"            Indo-Iranian languages, n.i.e.",          Italic (Romance) languages,            Catalan,            Italian,            Portuguese,            Romanian,            Spanish,"            Italic (Romance) languages, n.i.e.",        Japanese,        Kartvelian languages,          Georgian,        Korean,        Mongolic languages,          Mongolian,        Niger-Congo languages,          Akan (Twi),          Bamanankan,          Edo,          Ewe,"          Fulah (Pular, Pulaar, Fulfulde)",          Ga,          Ganda,          Igbo,          Lingala,          Rundi (Kirundi),          Kinyarwanda (Rwanda),          Shona,          Swahili,          Wolof,          Yoruba,"          Niger-Congo languages, n.i.e.",        Nilo-Saharan languages,          Dinka,"          Nilo-Saharan languages, n.i.e.",        Sign languages,          American Sign Language,          Quebec Sign Language,"          Sign languages, n.i.e",        Sino-Tibetan languages,          Chinese languages,            Cantonese,            Hakka,            Mandarin,            Min Dong,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",            Wu (Shanghainese),"            Chinese, n.o.s.","            Chinese languages, n.i.e.",          Tibeto-Burman languages,            Burmese,            Karenic languages,            Tibetan,"            Tibeto-Burman languages, n.i.e.",        Tai-Kadai languages,          Lao,          Thai,"          Tai-Kadai languages, n.i.e",        Turkic languages,          Azerbaijani,          Turkish,          Uyghur,          Uzbek,"          Turkic languages, n.i.e.",        Uralic languages,          Estonian,          Finnish,          Hungarian,"          Uralic languages, n.i.e.","        Other languages, n.i.e.",  Multiple responses,    English and French,    English and non-official language,    French and non-official language,"    English, French and non-official language"
5350411.17,0411.17 (5350411.17)   00000 (  1.9%),7440,7150,2765,2730,40,4385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4385,310,0,0,0,0,0,0,0,0,310,0,120,5,0,0,180,5,0,0,0,35,0,30,0,70,0,5,0,0,0,0,5,0,0,60,0,0,5,0,0,0,60,0,0,55,5,0,0,2390,20,40,1205,15,0,15,1190,5,0,0,5,0,10,10,1095,15,0,5,5,40,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,5,0,65,640,170,5,45,40,0,5,5,0,0,25,10,5,25,470,5,0,465,0,410,0,220,55,50,85,0,5,0,0,155,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,1300,1305,410,10,835,0,20,10,10,0,0,0,0,0,0,0,0,0,0,35,10,10,0,10,0,10,0,0,5,0,0,290,25,255,5,10
5350411.18,0411.18 (5350411.18)   00000 (  1.9%),11130,10655,4010,3920,90,6650,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6645,425,0,0,0,5,0,0,5,0,410,20,160,25,0,0,200,0,10,0,0,160,15,150,0,275,0,0,0,0,20,0,5,0,0,255,0,0,15,0,10,5,250,5,0,220,20,0,0,3615,50,55,1770,5,0,5,1760,0,0,15,0,5,0,30,1635,10,0,5,5,60,0,0,0,0,0,25,5,5,0,0,10,0,0,0,0,5,0,25,1095,710,25,225,110,0,0,0,5,0,140,20,15,170,380,20,30,335,0,595,0,255,80,110,155,0,5,10,10,275,0,0,45,15,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,1455,1455,475,20,900,0,30,15,5,5,5,5,0,0,0,10,10,5,0,95,15,75,0,5,5,5,0,0,5,0,0,475,20,440,10,10
5350411.19,0411.19 (5350411.19)   00000 (  2.1%),8530,8215,3365,3330,40,4845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4850,635,0,0,0,0,0,0,0,0,635,0,70,0,0,0,560,0,0,0,0,20,0,20,0,120,0,0,0,0,5,0,5,5,0,110,0,0,0,0,0,0,45,0,0,45,5,0,0,2890,10,20,1835,5,0,5,1830,0,0,5,5,5,0,20,1735,15,5,0,0,45,0,0,0,0,0,40,0,5,5,0,25,0,0,0,0,10,0,30,600,140,5,60,15,0,0,5,0,0,15,5,5,25,455,20,0,435,0,355,0,155,25,70,100,0,5,5,5,165,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,935,930,295,0,600,0,10,10,15,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,0,10,0,0,310,15,280,5,15
5350411.21,0411.21 (5350411.21)   00000 (  2.3%),2445,2300,880,875,10,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,140,0,0,0,0,0,0,0,0,135,0,75,50,0,0,5,0,0,5,0,115,5,110,0,90,5,0,0,0,0,0,0,5,0,75,0,0,0,0,0,0,110,0,0,100,5,0,0,795,20,10,180,5,0,0,175,0,0,0,5,0,0,0,155,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,300,250,5,55,20,0,0,0,0,0,55,5,0,110,45,5,5,35,5,290,0,60,45,55,120,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,65,0,45,0,10,0,5,0,0,0,0,0,0,15,15,5,0,15,0,10,0,0,0,5,0,0,10,0,0,145,0,135,0,5
5350411.22,0411.22 (5350411.22)   00000 (  2.1%),5495,5245,2625,2600,20,2615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2620,70,0,0,0,0,0,0,0,0,70,0,20,25,5,0,0,0,5,10,0,190,15,170,0,100,0,5,0,0,0,0,0,0,0,90,0,0,0,0,0,0,165,0,30,135,5,0,0,1810,10,15,265,0,0,0,265,0,5,5,15,0,15,45,140,10,10,0,0,15,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,20,355,255,15,45,30,0,0,0,0,0,90,0,0,75,100,15,0,85,0,1140,0,820,115,45,160,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,200,205,90,0,90,0,20,0,0,0,0,0,0,0,0,5,5,0,0,35,0,35,0,0,0,5,0,0,5,0,0,250,10,230,0,10
5350411.23,0411.23 (5350411.23)   00000 (  2.3%),4585,4375,1910,1870,35,2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2470,85,0,0,0,0,0,0,0,0,90,0,55,15,0,0,0,5,0,5,0,105,25,85,0,85,0,0,0,0,0,0,5,0,0,80,0,0,0,0,0,0,75,5,5,70,0,0,0,1935,20,10,295,0,0,0,295,0,10,0,5,0,10,25,205,15,5,0,5,15,0,0,0,0,0,15,0,0,0,0,10,0,0,0,0,5,0,10,305,170,15,55,15,0,0,0,0,0,40,0,5,40,130,5,5,125,0,1270,0,980,115,45,135,0,5,5,5,25,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,105,35,0,50,0,5,0,5,0,0,0,0,0,0,0,5,0,0,15,0,10,0,5,0,10,5,0,10,0,0,210,15,195,0,0
5350411.24,0411.24 (5350411.24)   00000 (  1.9%),7390,6950,2250,2230,20,4700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4695,145,0,0,0,0,0,0,0,0,140,5,65,50,5,0,0,5,0,0,0,355,35,320,0,100,0,0,0,0,5,0,0,0,0,85,0,0,5,0,5,0,160,0,15,140,5,0,0,3525,10,0,140,5,0,0,135,0,0,0,0,0,5,30,85,0,0,0,10,10,0,0,0,0,0,10,0,0,5,0,10,0,0,0,0,0,0,20,2715,2595,50,40,25,0,0,5,0,0,280,5,5,2185,120,10,5,110,5,625,0,240,155,35,195,0,5,0,0,10,0,0,40,15,0,0,0,0,5,0,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,245,245,105,5,120,0,5,0,5,0,0,0,0,0,0,15,15,0,0,85,5,80,0,5,0,5,0,0,5,0,0,445,10,415,5,10
5350411.25,0411.25 (5350411.25)   00000 (  1.8%),3435,3225,1235,1220,15,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,110,0,0,0,5,0,0,10,0,100,10,25,45,10,0,0,0,5,0,0,195,30,165,5,70,0,0,0,0,5,0,0,0,0,60,0,0,5,0,0,0,160,0,0,155,0,0,0,1135,10,20,115,5,5,0,115,0,5,5,5,0,0,25,60,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,570,450,5,90,15,0,0,0,0,0,60,0,5,275,120,10,0,100,5,410,0,135,90,25,165,0,5,0,0,20,0,0,10,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,120,0,50,0,15,0,5,0,0,0,0,0,0,10,10,0,0,70,0,65,0,10,0,10,0,0,15,0,0,205,5,185,5,5
5350411.26,0411.26 (5350411.26)   00000 (  2.1%),5375,5125,2830,2780,50,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290,95,0,0,0,5,0,0,5,0,95,0,55,15,10,0,10,5,5,0,0,65,25,35,0,110,0,0,0,0,0,0,5,0,0,95,0,0,0,0,0,0,150,0,10,135,5,0,0,1540,0,20,290,5,5,0,285,0,0,5,5,0,5,70,175,10,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,25,315,215,0,35,15,0,0,0,0,0,85,10,5,60,100,10,10,80,0,885,0,530,120,35,200,0,5,0,0,30,0,0,40,25,0,0,5,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,170,170,75,0,85,0,0,0,0,0,0,0,0,0,0,5,5,0,0,45,0,45,0,0,0,25,0,0,30,0,5,250,15,230,0,5
5350411.27,0411.27 (5350411.27)   00000 (  2.3%),4120,3945,2155,2120,35,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785,90,0,0,0,0,0,0,0,0,90,0,75,0,0,0,5,5,0,0,0,60,15,45,0,60,0,0,0,0,5,0,0,0,0,55,0,0,0,0,0,0,60,0,5,50,0,0,0,1395,5,0,100,0,0,0,100,0,0,5,0,0,5,20,65,5,0,5,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,45,295,190,5,25,20,5,0,5,0,0,35,0,15,80,110,0,0,110,0,935,0,625,115,10,180,0,5,0,0,10,0,0,15,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,35,0,35,0,5,0,0,0,0,0,0,0,0,5,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,175,5,170,5,5
5350411.28,0411.28 (5350411.28)   00000 (  1.7%),5155,4995,2090,2065,30,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2905,250,0,0,0,0,0,0,0,0,250,5,10,0,0,0,235,0,0,0,0,10,5,5,0,90,0,0,0,0,5,0,5,0,0,75,0,0,5,0,0,0,40,0,0,30,0,0,0,1750,10,10,1310,0,0,5,1305,0,5,5,0,0,0,10,1250,15,0,0,0,15,0,0,0,0,0,10,5,0,5,0,0,0,0,0,0,5,0,10,260,115,5,60,25,0,0,0,0,0,10,0,5,15,140,0,0,135,0,150,0,25,20,40,70,0,0,5,0,155,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,570,570,220,5,330,0,15,5,5,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,5,20,0,5,15,0,0,155,5,140,5,0
5350411.29,0411.29 (5350411.29)   00000 (  1.8%),5480,5275,2600,2560,45,2670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2675,335,0,0,0,0,0,0,0,0,335,0,40,0,0,0,295,0,5,0,0,10,0,10,0,65,0,0,0,0,0,0,5,0,0,60,0,0,0,0,0,0,5,0,5,5,0,0,0,1475,30,10,835,10,0,5,825,0,0,5,0,0,0,10,770,15,0,0,0,15,0,0,0,0,0,30,0,0,5,0,20,0,0,0,0,10,0,25,365,115,0,50,20,0,0,5,0,0,5,0,0,40,250,5,0,245,0,175,0,40,20,50,65,0,5,0,5,145,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,580,155,5,395,0,10,5,10,0,0,0,0,0,0,5,5,5,0,30,15,15,0,0,0,10,0,0,10,0,0,210,15,175,5,10
5350411.30,0411.30 (5350411.30)   00000 (  1.8%),7290,7050,3170,3135,35,3875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3875,325,0,0,0,5,0,0,0,0,325,0,45,5,0,0,270,0,0,5,0,65,0,65,0,195,0,0,0,0,5,0,0,0,5,190,0,0,0,0,0,0,75,0,0,70,5,0,0,2025,30,30,1190,5,0,5,1190,0,0,10,5,0,5,20,1100,15,5,5,0,30,0,0,0,0,0,15,0,0,5,0,0,0,0,0,0,5,0,20,375,165,10,60,50,0,0,5,0,0,10,5,5,25,210,0,0,205,0,360,0,60,45,135,120,0,0,0,0,305,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,810,810,265,5,505,0,10,10,10,0,0,0,0,0,0,5,10,0,0,35,5,20,0,0,10,20,0,0,15,0,0,240,5,220,5,10
5350412.01,0412.01 (5350412.01)   00000 (  4.2%),6245,5970,2640,2620,25,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3325,90,0,0,0,0,0,0,0,0,90,5,55,20,5,0,0,10,0,0,0,70,0,65,0,70,0,0,0,0,5,0,5,0,0,60,0,0,0,0,0,0,40,0,5,35,0,0,0,2880,35,10,185,5,0,0,185,0,0,15,20,5,10,20,75,10,0,0,10,25,0,0,0,0,0,40,0,0,10,0,30,0,0,0,0,0,0,30,330,245,10,35,40,0,5,0,0,0,125,0,5,25,85,0,5,80,0,2255,0,1870,135,35,220,0,5,0,0,45,0,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,35,0,35,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,5,15,0,0,0,15,0,5,15,0,5,275,5,260,10,10
5350412.02,0412.02 (5350412.02)   00000 (  4.6%),8730,8360,4375,4340,40,3980,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3975,145,0,0,0,0,0,0,0,0,145,0,90,40,5,0,5,5,0,0,0,35,0,40,0,45,0,5,0,0,0,0,0,0,0,35,5,0,0,0,0,5,20,0,0,20,0,0,0,3530,15,15,245,5,0,5,240,0,5,0,15,5,10,70,90,20,5,5,5,10,0,0,0,0,0,40,0,0,10,0,30,0,0,0,0,0,0,55,265,215,20,10,20,0,0,0,0,0,125,0,0,45,50,0,0,45,0,2890,0,2470,95,50,280,0,0,0,0,40,0,0,15,5,0,5,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,70,65,30,0,35,0,0,0,0,0,5,5,0,0,0,10,0,5,0,30,0,25,0,0,0,30,5,0,25,0,5,370,15,340,5,10
5350412.04,0412.04 (5350412.04)   00000 (  2.3%),4385,4250,1815,1810,5,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2440,45,0,0,0,0,0,0,0,0,40,0,30,5,0,0,0,5,0,0,0,45,0,40,0,20,0,5,0,0,5,0,0,0,0,15,0,0,0,0,0,0,35,0,5,30,0,0,0,2160,20,0,95,0,0,0,90,0,0,5,15,5,10,10,30,5,0,0,5,15,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,45,215,175,0,10,15,0,0,0,0,0,115,0,0,30,35,0,15,25,0,1780,0,1585,70,25,95,0,0,0,0,15,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,20,0,55,0,0,0,0,0,0,0,0,0,0,5,5,0,0,15,0,15,0,0,0,5,0,0,5,0,0,135,5,125,0,5
5350412.06,0412.06 (5350412.06)   00000 (  1.3%),3475,3340,1485,1470,15,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1850,55,0,0,0,0,0,0,0,0,50,0,25,0,15,0,0,5,0,5,0,30,0,25,0,30,0,5,0,0,0,0,0,0,0,25,0,0,0,0,0,0,20,0,10,15,0,0,0,1635,15,5,130,0,0,0,130,0,0,40,15,0,0,25,45,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20,90,60,0,5,5,0,0,0,0,0,35,0,5,20,25,5,5,20,5,1370,0,1160,45,70,95,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,45,15,0,30,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,10,0,0,10,0,0,140,0,135,5,0
5350412.08,0412.08 (5350412.08)   00000 (  2.3%),2625,2530,980,975,5,1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,55,0,0,0,0,0,0,0,0,55,0,25,10,0,0,0,10,10,0,0,40,0,45,0,15,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,0,15,0,0,0,1380,5,0,70,0,0,0,70,0,0,5,20,0,5,15,15,0,0,0,0,10,0,0,0,0,0,10,0,0,5,0,5,0,0,0,0,0,0,10,205,190,5,20,0,0,0,0,0,0,165,0,0,10,20,0,0,20,0,1080,0,975,25,5,70,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,5,0,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,90,0,90,0,0
5350412.10,0412.10 (5350412.10)   00000 (  2.2%),5860,5555,2285,2275,15,3270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3265,155,0,0,0,0,0,0,0,0,155,5,65,50,15,0,0,15,5,0,0,55,0,55,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,35,0,5,30,5,0,0,2895,5,15,130,0,0,0,130,0,0,5,25,5,25,15,25,0,5,0,15,5,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,45,855,795,15,45,50,0,0,0,0,0,620,0,0,65,50,0,0,50,0,1840,0,1655,45,15,125,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,50,50,10,0,35,0,5,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,305,10,280,5,5
